,1stFlrSF,2ndFlrSF,3SsnPorch,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,DataType,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,Id,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,RoofMatl,RoofStyle,SaleCondition,SalePrice,SaleType,ScreenPorch,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
77,1072,213,0,2,0,3,3,336.0,41.0,1,2,1.0,0.0,3,295.0,1,2,2,1,4,0,4,3,13,14,0,1,1,2,240.0,1.0,1285,0,1,4,0,78,1,3,3,0,8635,4,3,0,50,4,0.0,2,0,1,3,0,5,5,2,0,1,1,4,127000.0,8,0,6,672.0,0,1948,2001,2008
78,1768,0,0,4,2,3,3,0.0,0.0,5,5,0.0,0.0,3,1768.0,0,2,2,1,4,0,4,3,6,6,0,1,2,6,0.0,0.0,1768,0,1,4,2,79,2,3,3,0,10778,4,3,0,90,3,0.0,2,0,4,19,0,5,4,2,0,1,3,4,136500.0,8,0,8,1768.0,0,1968,1968,2010
79,682,548,0,2,0,3,3,0.0,0.0,5,5,0.0,0.0,3,440.0,1,2,2,1,4,128,4,3,13,14,0,2,1,6,440.0,2.0,1230,1,1,2,5,80,1,3,3,0,10440,0,3,0,50,4,0.0,2,0,5,17,0,6,5,2,0,1,1,4,110000.0,8,0,5,440.0,74,1910,1981,2009
80,1182,960,0,4,0,3,3,448.0,0.0,4,5,0.0,0.0,2,448.0,1,2,2,1,4,0,2,3,12,13,1,1,2,6,509.0,1.0,2142,1,1,4,5,81,1,2,3,0,13000,0,3,0,60,3,576.0,1,0,6,12,72,6,6,2,0,1,1,4,193500.0,8,252,8,896.0,0,1968,1968,2009
81,1337,0,0,2,4,1,3,1201.0,0.0,2,5,1.0,0.0,0,36.0,1,2,2,1,4,0,2,3,12,13,0,2,2,6,405.0,2.0,1337,0,1,0,2,82,1,3,3,0,4500,2,3,0,120,4,443.0,1,0,3,11,199,5,6,2,0,1,3,4,153500.0,8,0,5,1237.0,0,1998,1998,2006
82,1563,0,0,3,0,3,3,33.0,0.0,2,5,0.0,0.0,2,1530.0,1,2,2,1,4,0,4,3,12,13,1,2,2,6,758.0,3.0,1563,0,1,0,2,83,1,2,3,0,10206,4,3,0,20,3,468.0,3,0,10,21,99,5,8,2,0,1,1,4,245000.0,8,0,6,1563.0,144,2007,2007,2008
83,1065,0,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,3,1065.0,1,2,2,1,4,0,4,3,8,8,0,1,1,6,461.0,2.0,1065,1,1,2,2,84,1,3,3,0,8892,4,0,0,20,3,66.0,0,0,7,12,0,5,5,2,0,1,1,4,126500.0,0,0,6,1065.0,74,1960,1960,2007
84,804,670,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,384.0,1,2,2,1,4,0,4,3,6,6,1,2,2,6,400.0,2.0,1474,1,1,2,7,85,1,3,3,0,8530,4,0,0,80,3,22.0,1,700,5,8,72,5,7,2,0,1,1,4,168500.0,8,0,7,384.0,120,1995,1996,2009
85,1301,1116,0,4,0,3,3,0.0,0.0,5,5,0.0,0.0,2,1288.0,1,2,2,1,4,0,4,2,6,6,1,1,2,6,462.0,2.0,2417,1,1,0,5,86,1,2,3,0,16059,0,3,0,60,3,284.0,1,0,4,15,82,5,8,2,0,1,3,4,260000.0,8,0,9,1288.0,127,1991,1992,2006
86,684,876,0,3,0,3,0,0.0,0.0,5,5,0.0,0.0,2,684.0,1,2,2,1,4,0,4,2,12,13,1,2,2,6,400.0,2.0,1560,1,1,0,5,87,1,2,3,0,11911,4,1,0,60,3,0.0,2,0,3,8,38,5,6,2,0,1,1,4,174000.0,8,0,6,684.0,100,2005,2005,2009
87,612,612,0,2,4,3,0,0.0,0.0,5,5,0.0,0.0,2,612.0,1,2,2,1,4,0,4,2,12,13,0,2,2,6,528.0,2.0,1224,1,1,0,5,88,1,2,3,0,3951,0,3,0,160,1,76.0,3,0,6,21,234,5,6,2,0,1,1,5,164500.0,6,0,4,612.0,0,2009,2009,2009
88,1013,0,0,2,0,0,3,0.0,0.0,5,5,0.0,0.0,3,1013.0,0,1,1,1,4,156,1,1,9,10,0,1,1,6,0.0,0.0,1526,0,1,4,0,89,1,1,3,0,8470,0,0,513,50,0,0.0,2,0,10,9,0,2,3,0,0,1,3,0,85000.0,3,0,6,1013.0,0,1915,1982,2009
89,990,0,0,3,0,3,3,588.0,0.0,2,5,1.0,0.0,2,402.0,1,2,2,1,4,0,4,3,12,13,0,2,1,6,0.0,0.0,990,0,1,0,2,90,1,3,3,0,8070,4,3,0,20,3,0.0,2,0,8,5,0,5,4,2,0,1,1,4,123600.0,8,0,5,990.0,0,1994,1995,2007
90,1040,0,0,2,0,4,4,0.0,0.0,6,6,0.0,0.0,4,0.0,1,2,2,1,0,0,4,3,3,14,0,3,1,6,420.0,2.0,1040,0,1,4,2,91,1,3,3,0,7200,4,3,0,20,3,0.0,2,0,7,12,29,5,4,2,0,1,1,4,109900.0,8,0,4,0.0,0,1950,1950,2006
91,1235,0,0,2,0,3,3,600.0,0.0,4,5,0.0,0.0,3,635.0,1,2,2,1,4,0,4,3,6,6,0,1,1,6,480.0,2.0,1235,0,1,4,2,92,1,3,3,0,8500,4,3,0,20,3,203.0,0,0,12,12,0,3,5,2,0,1,3,0,98600.0,8,0,6,1235.0,0,1961,1961,2006
92,964,0,0,2,0,3,3,713.0,0.0,0,5,1.0,0.0,2,163.0,1,2,2,1,4,44,2,3,13,14,0,0,1,6,432.0,2.0,964,0,1,0,2,93,1,3,1,0,13360,4,0,0,30,3,0.0,2,0,8,6,0,7,5,2,0,1,1,4,163500.0,8,0,5,876.0,0,1921,2006,2009
93,1260,1031,0,4,1,0,2,1046.0,0.0,4,5,0.0,1.0,3,168.0,0,2,2,1,4,0,4,3,8,8,1,0,2,6,506.0,2.0,2291,0,2,0,4,94,2,3,3,0,7200,0,3,0,190,0,0.0,2,0,11,17,0,6,6,2,0,1,3,4,133900.0,8,99,9,1214.0,0,1910,1998,2007
94,905,881,0,3,0,3,3,648.0,0.0,2,5,1.0,0.0,2,176.0,1,2,2,1,4,0,2,3,12,13,0,2,2,6,684.0,2.0,1786,1,1,0,5,95,1,2,3,0,9337,4,0,0,60,3,0.0,2,0,5,5,162,5,6,2,0,1,1,4,204750.0,8,0,7,824.0,0,1997,1997,2007
95,680,790,0,3,0,1,3,310.0,0.0,0,5,0.0,0.0,2,370.0,1,2,2,1,4,0,2,0,12,13,1,2,2,6,420.0,2.0,1470,1,1,2,5,96,1,3,3,0,9765,0,1,0,60,3,68.0,1,480,4,8,63,8,6,2,0,1,1,4,185000.0,8,0,6,680.0,232,1993,1993,2009
96,1588,0,0,3,0,3,0,1162.0,0.0,0,5,0.0,0.0,2,426.0,1,2,2,1,4,0,4,2,12,13,0,2,2,6,472.0,2.0,1588,0,1,0,2,97,1,2,3,0,10264,4,0,0,20,3,183.0,1,0,8,5,29,5,7,2,0,1,1,4,214000.0,8,0,6,1588.0,158,1999,1999,2006
97,960,0,0,3,0,3,3,520.0,0.0,4,5,1.0,0.0,3,440.0,1,2,2,1,1,0,4,3,6,6,0,1,1,6,432.0,1.0,960,0,1,4,2,98,1,3,1,0,10921,4,3,0,20,3,48.0,1,0,5,7,0,5,4,1,0,1,3,4,94750.0,8,0,6,960.0,120,1965,1965,2007
98,835,0,0,2,0,3,3,108.0,0.0,0,5,0.0,0.0,3,350.0,0,2,2,1,4,77,4,3,13,14,0,0,1,6,366.0,1.0,835,0,1,1,2,99,1,3,3,0,10625,0,3,0,30,3,0.0,2,400,5,7,0,5,5,2,0,1,1,0,83000.0,0,0,5,458.0,0,1920,1950,2010
99,1225,0,0,3,0,3,3,569.0,0.0,0,5,1.0,0.0,3,381.0,1,2,2,1,4,0,4,3,9,10,0,1,1,6,0.0,0.0,1225,1,1,1,2,100,1,3,3,0,9320,4,0,0,20,3,0.0,2,400,1,12,0,5,4,2,0,1,1,4,128950.0,8,0,6,950.0,352,1959,1959,2010
100,1610,0,0,3,0,3,2,1200.0,0.0,0,5,1.0,0.0,3,410.0,1,2,2,1,4,0,4,3,9,10,2,2,2,6,480.0,2.0,1610,0,1,2,2,101,1,2,3,0,10603,4,0,0,20,3,28.0,1,0,2,14,68,7,6,2,0,1,1,4,205000.0,8,0,6,1610.0,168,1977,2001,2010
101,977,755,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,741.0,1,2,2,1,4,0,4,2,6,6,1,1,2,6,476.0,2.0,1732,1,1,4,5,102,1,2,3,0,9206,4,3,0,60,3,336.0,1,0,6,20,46,5,6,2,0,1,1,4,178000.0,8,0,7,741.0,192,1985,1985,2010
102,1535,0,0,4,2,4,4,0.0,0.0,6,6,0.0,0.0,4,0.0,1,2,2,1,4,0,1,3,6,6,0,3,2,6,410.0,2.0,1535,0,1,4,2,103,2,3,0,0,7018,4,3,0,90,3,0.0,2,0,6,20,0,5,5,2,0,1,1,2,118964.0,8,0,8,0.0,0,1979,1979,2009
103,1226,0,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,1226.0,1,2,2,1,4,0,4,3,12,13,0,2,2,6,740.0,3.0,1226,0,1,0,2,104,1,2,3,0,10402,0,0,0,20,3,0.0,2,0,5,5,36,5,7,2,0,1,1,4,198900.0,8,0,6,1226.0,0,2009,2009,2010
104,1226,592,0,4,0,3,3,224.0,0.0,3,5,0.0,0.0,3,816.0,1,2,2,1,1,0,1,3,11,12,2,2,1,6,240.0,1.0,1818,1,1,0,0,105,1,3,3,0,7758,0,3,0,50,4,600.0,1,0,6,9,0,4,7,2,0,1,1,4,169500.0,8,184,7,1040.0,0,1931,1950,2007
105,1053,939,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,0,1053.0,1,2,2,1,4,0,4,2,12,13,1,2,2,6,648.0,2.0,1992,1,1,0,5,106,1,2,3,0,9375,4,3,0,60,1,768.0,1,0,8,21,45,5,8,2,0,1,3,4,250000.0,8,0,9,1053.0,140,2003,2004,2008
106,1047,0,0,2,0,3,3,0.0,0.0,5,5,0.0,0.0,1,641.0,1,2,2,1,4,0,4,3,12,13,0,0,1,6,273.0,1.0,1047,0,1,2,2,107,1,3,3,0,10800,4,3,0,30,4,0.0,2,450,8,17,0,7,4,0,0,1,4,4,100000.0,8,0,6,641.0,0,1885,1995,2007
107,789,0,0,2,0,3,3,104.0,169.0,0,1,0.0,0.0,3,516.0,1,2,2,1,4,0,4,3,12,13,0,1,1,6,250.0,1.0,789,0,1,0,2,108,1,3,3,0,6000,4,3,0,20,4,0.0,2,0,4,17,0,5,5,2,0,1,1,5,115000.0,8,0,5,789.0,0,1948,1950,2008
108,997,520,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,3,793.0,0,0,2,1,1,144,4,3,5,5,0,1,2,6,0.0,0.0,1517,0,2,4,0,109,1,1,3,0,8500,0,3,0,50,4,0.0,2,0,8,9,0,7,5,0,0,1,1,4,115000.0,8,0,7,793.0,0,1919,2005,2007
109,1844,0,0,3,0,3,3,705.0,0.0,1,5,0.0,0.0,2,1139.0,1,2,2,1,4,0,4,3,9,10,1,1,2,6,546.0,2.0,1844,0,1,0,2,110,1,3,3,0,11751,4,0,0,20,3,480.0,1,0,1,14,122,6,6,2,0,1,3,4,190000.0,0,0,7,1844.0,0,1977,1977,2010
110,1216,639,0,4,0,0,3,444.0,0.0,4,5,0.0,0.0,3,550.0,1,2,2,1,4,0,4,3,13,14,0,1,2,6,325.0,1.0,1855,0,1,2,0,111,1,3,3,0,9525,4,3,0,50,3,0.0,2,0,10,7,0,4,6,2,0,1,1,4,136900.0,8,0,7,994.0,182,1954,1972,2006
111,774,656,0,3,0,3,3,250.0,0.0,2,5,0.0,0.0,2,134.0,1,2,2,1,4,0,4,3,12,13,1,2,2,6,400.0,2.0,1430,1,1,0,7,112,1,3,3,0,7750,4,0,0,80,3,0.0,2,0,4,8,0,5,7,2,0,1,1,4,180000.0,8,0,7,384.0,180,2000,2000,2010
112,1282,1414,0,4,0,3,0,984.0,0.0,2,5,1.0,0.0,0,280.0,1,2,2,1,4,0,4,2,12,13,1,2,2,6,792.0,3.0,2696,1,1,0,5,113,1,0,3,0,9965,4,3,0,60,3,220.0,3,0,10,5,184,5,7,2,0,1,1,5,383970.0,6,168,10,1264.0,120,2007,2007,2007
113,2259,0,0,3,0,3,2,35.0,869.0,0,4,1.0,0.0,2,905.0,1,2,2,1,4,192,2,3,13,14,2,1,2,6,450.0,2.0,2259,0,1,4,2,114,1,2,0,0,21000,0,3,0,20,3,184.0,1,0,10,6,120,5,6,2,0,1,3,0,217000.0,0,0,7,1809.0,166,1953,1953,2007
114,1436,884,0,3,0,3,3,774.0,150.0,0,3,1.0,0.0,3,104.0,1,2,2,1,4,0,4,3,13,14,1,1,2,6,180.0,1.0,2320,1,1,0,5,115,1,2,3,1,7259,4,0,0,70,3,0.0,2,0,7,6,0,8,6,2,0,1,2,4,259500.0,8,0,9,1028.0,224,1945,2002,2007
115,729,729,0,2,4,3,3,419.0,0.0,2,5,0.0,0.0,2,310.0,1,2,2,1,4,0,4,3,8,8,1,2,2,6,440.0,2.0,1458,1,1,2,5,116,1,3,3,0,3230,0,3,0,160,1,1129.0,1,0,6,21,32,5,6,2,0,1,1,4,176000.0,8,0,5,729.0,0,1999,1999,2007
116,1092,0,0,3,0,3,3,170.0,670.0,3,1,0.0,1.0,3,252.0,1,2,2,1,4,144,4,3,13,14,1,1,1,6,288.0,1.0,1092,0,1,4,2,117,1,3,3,0,11616,4,3,0,20,3,116.0,1,0,9,19,20,5,5,2,0,1,1,4,139000.0,8,0,6,1092.0,0,1962,1962,2009
117,1125,0,0,2,0,3,3,0.0,0.0,5,5,0.0,0.0,2,1125.0,1,2,2,1,4,0,4,3,12,13,0,2,1,6,430.0,2.0,1125,1,1,2,2,118,1,3,3,0,8536,0,3,0,20,3,0.0,2,0,4,7,64,5,5,2,0,1,1,5,155000.0,6,0,5,1125.0,80,2006,2007,2007
118,1699,1523,0,5,0,3,2,1470.0,0.0,2,5,1.0,0.0,2,203.0,1,2,2,1,4,0,4,3,9,10,2,2,3,6,594.0,3.0,3222,0,1,2,5,119,1,2,3,0,12376,0,3,0,60,3,0.0,2,0,5,20,0,5,7,2,0,1,3,4,320000.0,8,0,11,1673.0,367,1990,1990,2010
119,728,728,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,728.0,1,2,2,1,4,0,4,2,12,13,1,2,2,6,390.0,2.0,1456,1,1,0,5,120,1,2,3,0,8461,4,3,0,60,3,0.0,2,0,7,5,24,5,6,2,0,1,1,5,163990.0,6,0,8,728.0,0,2005,2006,2006
120,988,0,130,1,0,3,1,938.0,0.0,0,5,1.0,0.0,3,0.0,1,2,2,1,4,0,4,3,9,10,2,1,1,6,540.0,2.0,988,0,1,0,7,121,1,3,2,2,21453,1,0,0,80,3,0.0,2,0,10,4,130,5,6,2,0,3,0,4,180000.0,8,0,4,938.0,0,1969,1969,2006
121,772,351,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,3,732.0,1,2,2,1,4,140,4,3,0,0,0,2,1,6,264.0,1.0,1123,0,1,2,0,122,1,3,3,0,6060,4,3,0,50,4,0.0,2,0,6,9,0,5,4,1,0,1,1,4,100000.0,8,0,4,732.0,0,1939,1950,2007
122,1080,0,0,3,0,3,3,570.0,0.0,1,5,0.0,0.0,3,510.0,1,2,2,1,4,0,2,3,8,8,0,1,1,6,288.0,1.0,1080,0,1,2,2,123,1,3,3,0,9464,0,3,0,20,3,135.0,1,0,6,12,0,7,6,2,0,1,3,4,136000.0,8,130,5,1080.0,0,1958,1958,2008
123,1199,0,0,2,4,3,3,300.0,0.0,2,5,0.0,0.0,2,899.0,1,2,2,1,4,0,4,2,9,10,0,2,2,6,530.0,2.0,1199,0,1,0,2,124,1,2,3,0,7892,4,3,0,120,3,0.0,2,0,3,20,63,5,6,2,0,1,1,4,153900.0,8,0,5,1199.0,0,1993,1993,2008
124,1586,0,0,3,0,0,3,0.0,0.0,5,5,0.0,0.0,2,1362.0,1,2,2,1,4,0,2,3,6,6,1,1,2,6,435.0,2.0,1586,0,1,4,2,125,1,3,3,0,17043,1,0,0,20,3,0.0,2,0,1,14,0,5,6,2,0,1,1,4,181000.0,8,0,7,1362.0,192,1979,1998,2009
125,520,0,0,2,1,3,0,490.0,0.0,2,5,1.0,0.0,3,30.0,0,2,2,1,4,0,1,3,13,14,0,1,1,6,0.0,0.0,754,0,1,2,0,126,1,3,3,0,6780,4,3,234,190,4,0.0,2,0,6,9,0,8,6,0,0,1,1,4,84500.0,8,0,5,520.0,53,1935,1982,2006
126,958,0,0,2,4,3,3,120.0,0.0,0,5,0.0,0.0,2,958.0,1,2,2,1,4,0,4,3,9,10,1,1,2,6,440.0,2.0,958,0,1,4,2,127,1,3,3,0,4928,4,0,0,120,3,0.0,2,0,2,13,205,5,6,2,0,1,1,4,128000.0,8,0,5,1078.0,0,1976,1976,2007
127,840,0,0,3,0,3,3,116.0,0.0,3,5,0.0,0.0,3,556.0,1,1,2,1,4,0,2,3,14,14,1,0,1,6,0.0,0.0,840,0,1,0,1,128,1,3,0,0,4388,4,0,0,45,4,0.0,2,0,6,17,0,7,5,0,0,1,1,4,87000.0,8,0,5,672.0,0,1930,1950,2007
128,660,688,0,3,0,3,3,512.0,0.0,1,5,0.0,0.0,3,148.0,1,4,2,1,4,0,4,3,12,13,1,1,1,6,453.0,2.0,1348,1,1,4,5,129,1,3,3,0,7590,4,3,0,60,3,266.0,1,0,7,12,108,5,6,2,0,1,1,4,155000.0,8,0,6,660.0,188,1966,1966,2006
129,1053,0,180,3,0,3,3,567.0,28.0,4,1,0.0,1.0,3,413.0,1,2,2,1,0,0,4,3,9,10,0,1,1,6,750.0,2.0,1053,1,1,4,2,130,1,0,3,0,8973,4,3,0,20,3,85.0,1,0,7,12,80,7,5,2,0,1,1,0,150000.0,8,0,6,1008.0,0,1958,1991,2006
130,1216,941,0,4,0,3,3,445.0,0.0,4,5,0.0,0.0,3,479.0,1,2,2,1,4,0,4,3,8,8,2,1,2,6,487.0,2.0,2157,1,1,0,5,131,1,2,3,0,14200,0,3,0,60,3,309.0,1,0,5,12,66,6,7,2,0,1,1,4,226000.0,8,0,8,924.0,105,1966,1966,2006
131,1022,1032,0,3,0,3,3,695.0,0.0,2,5,1.0,0.0,2,297.0,1,2,2,1,4,0,4,2,12,13,1,2,2,6,390.0,2.0,2054,1,1,0,5,132,1,2,3,0,12224,0,0,0,60,3,40.0,1,0,7,8,48,5,6,2,0,1,1,4,244000.0,8,0,7,992.0,24,2000,2000,2009
132,1327,0,0,3,0,3,3,405.0,0.0,4,5,1.0,0.0,3,658.0,1,2,2,1,4,0,4,3,8,8,0,1,1,6,624.0,2.0,1327,0,1,2,2,133,1,2,3,0,7388,0,3,0,20,3,0.0,2,0,7,12,0,6,5,2,0,1,1,4,150750.0,8,0,7,1063.0,0,1959,2002,2007
133,1296,0,0,2,0,3,3,1005.0,0.0,2,5,1.0,0.0,0,262.0,1,2,2,1,4,0,4,2,12,13,0,2,2,6,471.0,2.0,1296,0,1,0,2,134,1,2,3,0,6853,4,0,0,20,3,136.0,1,0,6,23,25,5,8,2,0,1,1,4,220000.0,8,0,6,1267.0,192,2001,2002,2009
134,1721,0,0,3,0,3,3,570.0,0.0,4,5,0.0,0.0,3,891.0,1,2,2,1,4,180,4,3,9,10,1,1,2,2,440.0,2.0,1721,1,1,2,2,135,1,3,3,0,10335,4,0,0,20,3,0.0,2,0,7,19,96,6,5,2,0,1,1,4,180000.0,8,0,7,1461.0,0,1968,1993,2006
135,1682,0,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,3,1304.0,1,2,2,1,4,0,4,3,9,10,1,2,2,6,530.0,2.0,1682,0,1,2,2,136,1,3,3,0,10400,4,3,0,20,3,288.0,1,0,5,14,0,6,7,2,0,1,3,4,174000.0,8,0,7,1304.0,98,1970,1970,2008
136,1214,0,0,3,0,3,3,695.0,0.0,1,5,0.0,0.0,3,519.0,1,2,2,1,4,0,4,3,8,8,1,1,2,6,318.0,1.0,1214,0,1,4,2,137,1,3,3,0,10355,0,0,0,20,3,196.0,1,0,7,12,111,5,5,2,0,1,1,4,143000.0,8,0,5,1214.0,0,1967,1967,2007
137,1959,0,0,5,2,3,3,0.0,0.0,5,5,0.0,0.0,3,1907.0,1,2,2,1,4,0,4,3,12,13,0,1,3,6,766.0,3.0,1959,0,1,2,2,138,2,3,3,0,11070,4,3,0,90,3,70.0,1,0,7,11,0,5,7,2,0,1,1,3,171000.0,8,0,9,1907.0,0,1988,1989,2006
138,1004,848,0,3,0,3,2,668.0,0.0,2,5,0.0,0.0,2,336.0,1,2,2,1,4,0,4,2,12,13,2,2,2,6,660.0,3.0,1852,1,1,0,5,139,1,2,3,0,9066,4,0,0,60,3,320.0,1,0,12,5,106,5,8,2,0,1,1,4,230000.0,8,0,7,1004.0,224,1999,2000,2008
139,928,836,0,3,0,3,3,821.0,0.0,2,5,1.0,0.0,2,107.0,1,2,2,1,4,0,4,3,12,13,0,2,2,6,470.0,2.0,1764,1,1,0,5,140,1,2,3,0,15426,4,0,0,60,3,0.0,2,0,8,5,99,5,6,2,0,1,1,4,231500.0,8,0,7,928.0,276,1997,1997,2009
140,864,0,0,3,0,3,3,432.0,0.0,0,5,0.0,0.0,3,432.0,1,2,2,1,4,0,4,3,6,6,1,1,1,6,0.0,0.0,864,0,1,4,2,141,1,3,3,0,10500,2,3,0,20,3,0.0,2,0,4,12,0,5,4,2,0,1,1,4,115000.0,4,0,5,864.0,0,1971,1971,2010
141,1734,0,0,3,0,3,0,1300.0,0.0,2,5,1.0,0.0,2,434.0,1,2,2,1,4,0,4,2,12,13,0,2,2,6,660.0,2.0,1734,0,1,0,2,142,1,2,3,0,11645,4,3,0,20,3,0.0,2,0,1,5,24,5,7,2,0,1,1,4,260000.0,8,0,7,1734.0,160,2005,2005,2006
142,910,475,0,4,0,3,3,507.0,0.0,4,5,0.0,0.0,3,403.0,1,0,2,1,4,0,1,3,3,14,0,1,2,6,720.0,2.0,1385,0,1,1,0,143,1,3,3,0,8520,0,3,0,50,3,0.0,2,0,6,12,0,4,5,2,0,1,1,4,166000.0,8,0,6,910.0,0,1952,1952,2010
143,1501,0,0,3,0,3,1,679.0,0.0,2,5,1.0,0.0,2,811.0,1,2,2,1,4,0,4,2,12,13,0,2,2,6,577.0,2.0,1501,0,1,0,2,144,1,2,3,0,10335,4,0,0,20,3,183.0,1,0,6,5,29,5,7,2,0,1,1,4,204000.0,8,0,6,1490.0,144,1999,1999,2009
144,1728,0,0,6,2,3,3,1332.0,0.0,4,5,1.0,0.0,3,396.0,1,5,2,1,4,0,4,3,6,6,0,1,2,6,504.0,2.0,1728,0,1,4,2,145,2,3,3,0,9100,4,3,0,90,4,336.0,1,0,11,19,0,5,5,2,0,1,1,0,125000.0,4,0,10,1728.0,0,1963,1963,2006
145,970,739,0,3,3,3,3,0.0,0.0,5,5,0.0,0.0,2,970.0,1,2,2,1,4,0,4,2,12,13,0,2,2,0,380.0,2.0,1709,0,1,0,5,146,1,2,3,0,2522,4,3,0,160,4,50.0,3,0,4,7,40,5,6,2,0,1,1,4,130000.0,8,0,7,970.0,0,2004,2006,2006
146,875,0,0,2,0,3,3,209.0,0.0,1,5,1.0,0.0,3,506.0,1,2,2,1,0,0,4,3,13,14,0,0,1,6,180.0,1.0,875,0,1,4,2,147,1,3,3,0,6120,0,3,0,30,4,0.0,2,0,11,3,0,7,5,2,0,1,1,4,105000.0,8,0,5,715.0,48,1931,1993,2009
147,884,1151,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,884.0,1,2,2,1,4,0,4,2,12,13,1,2,2,6,434.0,2.0,2035,1,1,0,5,148,1,2,3,0,9505,1,0,0,60,3,180.0,1,0,5,8,48,5,7,2,0,1,1,4,222500.0,8,0,8,884.0,144,2001,2001,2010
148,1080,0,0,3,0,3,3,680.0,0.0,2,5,1.0,0.0,2,400.0,1,2,2,1,4,0,4,3,12,13,0,2,1,6,0.0,0.0,1080,0,1,0,2,149,1,2,3,0,7500,4,3,0,20,3,120.0,1,0,4,20,0,5,7,2,0,1,1,4,141000.0,8,0,6,1080.0,0,2004,2005,2008
149,896,448,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,896.0,1,2,2,1,0,0,4,3,8,8,0,0,1,6,240.0,1.0,1344,0,1,2,0,150,1,3,3,0,6240,4,3,0,50,4,0.0,2,0,4,3,114,4,5,2,0,1,1,4,115000.0,8,0,7,896.0,200,1936,1950,2006
150,969,0,0,3,0,3,0,716.0,0.0,1,5,0.0,0.0,3,253.0,1,2,2,1,4,0,4,3,6,6,0,1,1,6,440.0,2.0,969,1,1,4,2,151,1,3,3,0,10356,0,3,0,20,3,0.0,2,0,1,5,0,6,5,2,0,1,1,4,122000.0,8,0,5,969.0,0,1975,1975,2007
151,1710,0,0,2,0,3,1,1400.0,0.0,2,5,1.0,0.0,0,310.0,1,2,2,1,4,0,4,2,12,13,1,2,2,6,866.0,3.0,1710,0,1,0,2,152,1,2,3,0,13891,4,3,0,20,3,436.0,3,0,1,16,102,5,8,2,0,1,3,5,372402.0,6,0,6,1710.0,0,2007,2008,2008
152,1097,896,0,4,0,3,3,416.0,0.0,4,5,0.0,0.0,3,409.0,1,2,2,1,4,0,4,3,6,6,1,1,2,6,495.0,2.0,1993,1,1,2,5,153,1,3,3,0,14803,1,0,0,60,3,252.0,1,0,6,14,66,5,6,2,0,1,1,4,190000.0,8,0,8,825.0,0,1971,1971,2006
153,1252,0,0,1,0,3,1,429.0,1080.0,1,0,1.0,0.0,2,93.0,1,2,2,1,4,0,4,3,3,10,1,1,1,6,564.0,2.0,1252,0,1,2,2,154,1,3,3,0,13500,4,3,0,20,3,0.0,2,0,3,4,0,7,6,2,0,1,0,4,235000.0,8,0,4,1602.0,409,1960,1975,2008
154,1200,0,0,4,0,3,3,0.0,0.0,5,5,0.0,0.0,3,1200.0,1,2,2,1,0,228,4,3,13,14,0,0,1,6,312.0,1.0,1200,0,1,4,2,155,1,3,3,0,11340,0,3,0,30,4,0.0,2,0,3,17,0,5,6,2,0,1,1,3,125000.0,8,0,7,1200.0,0,1923,1950,2006
155,572,524,0,2,0,3,3,0.0,0.0,5,5,0.0,0.0,3,572.0,0,0,2,1,1,128,4,3,13,14,0,0,1,6,0.0,0.0,1096,0,3,1,0,156,1,3,3,0,9600,0,3,0,50,3,0.0,2,0,4,7,8,5,6,0,0,1,1,4,79000.0,8,0,5,572.0,0,1924,1950,2008
156,1040,0,0,2,0,4,4,0.0,0.0,6,6,0.0,0.0,4,0.0,1,2,2,1,1,0,4,3,13,14,0,1,1,6,625.0,2.0,1040,0,1,4,2,157,1,3,3,0,7200,4,3,0,20,3,0.0,2,0,6,12,0,7,5,2,0,1,3,4,109500.0,8,0,5,0.0,0,1950,1950,2006
