,1stFlrSF,2ndFlrSF,3SsnPorch,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,DataType,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,Id,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,RoofMatl,RoofStyle,SaleCondition,SalePrice,SaleType,ScreenPorch,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,TotFullBath,TotHalfBath,HouseAge,YrSinceRemod,TotSF,HasBasement,Has2Floor,HasGarage,HasPool,NewNeighborhood
66,985,0,0,2,0,3,3,0.0,0.0,5,5,0.0,1.0,3,576.0,1,2,2,0,4,0,4,3,8,8,0,0,1,6,676.0,2.0,985,0,1,2,2,1527,1,3,3,0,7898,0,3,0,30,3,0.0,2,0,4,12,0,7,4,0,0,1,1,4,,8,0,4,576.0,0,1920,1994,2010,1.0,1.0,91,17,985,0,0,1,0,77.82101167315176
67,816,408,0,3,0,3,3,481.0,174.0,0,4,1.0,0.0,3,161.0,1,0,2,0,4,0,4,3,14,15,0,1,1,6,280.0,1.0,1224,0,1,4,0,1528,1,3,3,0,8064,4,3,0,50,3,0.0,2,0,5,12,0,8,6,2,0,1,1,4,,8,0,5,816.0,414,1948,2004,2010,2.0,0.0,63,7,1224,1,1,1,0,77.82101167315176
68,1175,0,0,3,0,3,3,588.0,350.0,4,3,0.0,0.0,3,237.0,1,2,2,0,4,0,4,3,3,14,0,1,1,6,484.0,2.0,1175,1,1,0,2,1529,1,3,3,0,7635,0,0,0,20,3,0.0,2,0,6,12,0,6,5,2,0,1,1,4,,8,0,6,1175.0,0,1960,1960,2010,1.0,1.0,51,51,1175,1,0,1,0,77.82101167315176
69,1395,0,0,2,0,3,1,717.0,263.0,1,3,1.0,0.0,3,415.0,1,2,2,0,4,113,4,3,13,14,1,1,1,2,440.0,2.0,1395,0,1,4,2,1530,1,3,3,1,9760,4,3,0,20,3,218.0,1,0,5,12,0,7,6,2,0,1,3,4,,8,240,7,1395.0,657,1963,1984,2010,2.0,0.0,48,27,1395,1,0,1,0,77.82101167315176
70,1157,687,0,3,0,3,3,48.0,0.0,0,5,1.0,0.0,3,661.0,1,2,2,0,4,0,4,3,13,14,2,2,1,3,240.0,1.0,1844,0,1,4,0,1531,1,3,3,0,4800,0,3,0,50,4,771.0,1,0,1,17,0,5,4,2,0,1,3,0,,0,0,9,709.0,84,1900,1954,2010,2.0,0.0,111,57,1844,1,1,1,0,66.14785992217898
71,936,0,0,2,0,3,3,579.0,0.0,1,5,1.0,0.0,3,357.0,1,0,2,0,4,135,4,3,13,14,1,2,1,6,0.0,0.0,936,0,1,4,2,1532,1,3,3,0,4485,4,3,0,30,4,0.0,2,0,5,17,0,7,5,1,0,1,1,4,,8,0,5,936.0,51,1920,1950,2010,2.0,0.0,91,61,936,1,0,0,0,66.14785992217898
72,1347,0,0,3,0,3,2,274.0,1073.0,1,4,1.0,1.0,3,0.0,1,2,2,0,4,0,4,3,8,8,0,1,1,6,551.0,2.0,1347,0,1,2,2,1533,1,2,0,1,5805,4,3,0,20,4,0.0,2,0,6,17,0,7,5,2,0,1,3,4,,8,0,6,1347.0,0,1957,1957,2010,2.0,1.0,54,54,1347,1,0,1,0,66.14785992217898
73,827,424,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,827.0,1,2,2,0,4,0,4,3,8,8,0,2,1,6,240.0,1.0,1251,0,1,2,0,1534,1,1,3,0,6900,0,3,0,45,4,0.0,2,0,1,17,0,7,6,0,0,1,1,4,,8,0,6,827.0,0,1938,2000,2010,1.0,0.0,73,11,1251,0,1,1,0,66.14785992217898
74,1027,606,0,3,0,3,3,780.0,0.0,1,5,0.0,0.0,3,247.0,1,0,2,0,4,126,2,3,12,13,1,0,1,6,240.0,1.0,1633,0,1,0,0,1535,1,2,3,0,11851,4,3,0,50,4,0.0,2,0,6,17,100,7,5,2,0,1,1,4,,8,0,7,1027.0,0,1948,2009,2010,1.0,0.0,63,2,1633,1,1,1,0,66.14785992217898
75,1060,185,0,3,0,3,3,176.0,0.0,4,5,0.0,0.0,3,832.0,1,0,2,0,4,334,4,3,8,8,0,0,1,6,315.0,1.0,1245,0,1,4,0,1536,1,3,3,0,8239,4,3,0,50,4,0.0,2,0,3,17,0,6,5,2,0,1,1,4,,8,0,6,1008.0,0,1920,1962,2010,1.0,0.0,91,49,1245,1,1,1,0,66.14785992217898
76,832,0,0,2,0,0,3,0.0,0.0,5,5,0.0,0.0,1,678.0,0,2,2,0,4,0,1,3,0,0,1,0,1,6,780.0,2.0,832,0,1,4,2,1537,1,3,3,0,9656,4,3,0,30,4,0.0,2,0,6,17,0,2,2,0,0,1,1,0,,8,0,5,678.0,0,1923,1970,2010,1.0,0.0,88,41,832,0,0,1,0,66.14785992217898
77,930,636,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,3,930.0,0,2,2,0,4,246,2,2,13,14,0,0,2,6,288.0,1.0,1566,0,2,4,5,1538,1,2,3,0,9600,0,3,0,70,4,0.0,2,0,4,17,228,9,8,2,0,1,1,0,,8,0,7,930.0,54,1900,2003,2010,2.0,0.0,111,8,1566,0,1,1,0,66.14785992217898
78,1157,1111,0,3,0,0,3,0.0,0.0,5,5,0.0,0.0,1,346.0,1,2,2,0,4,0,2,2,13,14,0,4,3,6,624.0,2.0,2268,0,1,0,5,1539,1,2,3,0,9000,4,3,0,70,4,0.0,2,0,4,17,108,9,8,0,0,1,1,4,,8,0,7,346.0,0,1890,2002,2010,3.0,0.0,121,9,2268,0,1,1,0,66.14785992217898
79,1128,1128,0,4,1,3,2,0.0,0.0,5,5,0.0,0.0,3,840.0,0,2,2,0,1,18,1,3,8,8,0,0,2,6,0.0,0.0,2256,0,3,1,5,1540,2,1,3,0,9045,4,3,0,190,4,0.0,2,0,6,17,18,3,5,0,0,1,1,0,,8,0,12,840.0,0,1910,1950,2010,2.0,0.0,101,61,2256,0,1,0,0,66.14785992217898
80,868,602,0,2,0,3,3,283.0,0.0,4,5,0.0,0.0,1,455.0,1,2,2,0,4,0,4,3,13,14,0,1,1,2,624.0,2.0,1470,1,1,0,5,1541,1,3,3,0,10560,4,3,0,70,4,0.0,2,0,6,17,0,7,6,2,0,1,1,4,,8,0,6,738.0,0,1922,1994,2010,1.0,1.0,89,17,1470,1,1,1,0,66.14785992217898
81,1030,582,0,3,0,3,3,788.0,0.0,4,5,0.0,0.0,3,200.0,1,1,1,0,4,0,2,3,8,8,0,1,1,6,363.0,1.0,1612,1,1,0,0,1542,1,3,3,0,5830,0,3,0,50,4,0.0,2,0,3,3,0,6,5,2,0,1,1,4,,8,0,7,988.0,0,1950,1997,2010,1.0,1.0,61,14,1612,1,1,1,0,69.09394107837687
82,1160,908,0,3,0,3,3,474.0,0.0,1,5,0.0,0.0,2,634.0,0,2,2,0,0,60,4,3,13,14,1,0,1,6,315.0,1.0,2068,1,1,4,4,1543,1,2,0,0,7793,0,0,0,75,3,0.0,2,0,5,3,0,7,7,2,0,1,1,4,,8,0,8,1108.0,0,1922,2005,2010,1.0,1.0,89,6,2068,1,1,1,0,69.09394107837687
83,765,0,0,2,0,3,3,188.0,0.0,4,5,1.0,0.0,3,577.0,0,1,2,0,1,41,4,3,8,8,0,0,1,6,200.0,1.0,765,0,1,4,2,1544,1,2,3,0,5000,4,3,0,30,4,0.0,2,0,4,3,0,7,4,1,0,1,1,4,,8,0,4,765.0,135,1925,1950,2010,2.0,0.0,86,61,765,1,0,1,0,69.09394107837687
84,608,524,0,2,0,1,3,452.0,12.0,1,3,1.0,0.0,3,144.0,1,2,2,0,4,128,4,3,8,8,0,0,1,6,240.0,1.0,1132,0,1,4,0,1545,1,3,3,0,6000,4,3,0,50,4,0.0,2,0,4,3,0,7,6,2,0,1,1,0,,8,0,5,608.0,0,1939,1950,2010,2.0,0.0,72,61,1132,1,1,1,0,69.09394107837687
85,848,348,0,3,0,3,3,264.0,0.0,3,5,0.0,1.0,3,308.0,1,2,2,0,0,0,2,3,8,8,2,1,1,6,576.0,2.0,1196,1,1,0,0,1546,1,3,3,0,6000,4,3,0,50,4,0.0,2,0,3,3,0,6,6,2,0,1,1,4,,8,0,6,572.0,0,1940,1950,2010,1.0,2.0,71,61,1196,1,1,1,0,69.09394107837687
86,955,498,0,3,0,3,3,360.0,159.0,4,3,0.0,0.0,3,316.0,1,1,2,0,0,35,4,3,8,8,2,1,1,3,240.0,1.0,1453,1,1,4,0,1547,1,2,3,0,6360,0,3,0,50,4,300.0,3,0,3,3,0,6,5,2,0,1,1,4,,8,148,7,835.0,0,1942,1950,2010,1.0,1.0,69,61,1453,1,1,1,0,69.09394107837687
87,780,636,0,3,0,3,3,300.0,0.0,4,5,0.0,0.0,3,480.0,1,2,2,0,4,48,4,3,13,14,0,1,1,6,312.0,1.0,1416,1,1,4,0,1548,1,3,3,0,6000,4,3,0,50,4,0.0,2,0,3,3,0,7,6,1,0,1,1,4,,8,0,6,780.0,221,1948,1950,2010,1.0,1.0,63,61,1416,1,1,1,0,69.09394107837687
88,548,492,0,2,0,0,3,276.0,0.0,4,5,0.0,0.0,3,252.0,1,2,2,0,4,32,4,3,12,13,0,1,1,6,624.0,2.0,1040,0,1,2,0,1549,1,3,3,0,6240,4,3,0,50,4,0.0,2,0,5,3,0,7,5,1,0,1,1,4,,8,0,5,528.0,306,1936,1980,2010,1.0,0.0,75,31,1040,1,1,1,0,69.09394107837687
89,928,608,0,4,0,3,3,448.0,0.0,3,5,0.0,0.0,3,480.0,1,2,2,0,1,0,4,3,8,8,1,0,2,6,480.0,2.0,1536,0,1,4,0,1550,1,3,3,0,6240,4,3,0,50,4,0.0,2,0,3,3,10,5,5,2,0,1,1,4,,8,0,7,928.0,0,1930,1950,2010,2.0,0.0,81,61,1536,1,1,1,0,69.09394107837687
90,1068,0,0,2,0,0,3,960.0,0.0,0,5,1.0,0.0,1,164.0,1,0,2,0,4,128,4,3,13,14,1,0,1,6,288.0,1.0,1068,0,1,4,2,1551,1,3,3,0,6120,4,3,0,30,4,0.0,2,0,3,17,0,5,6,2,0,1,1,4,,8,0,5,1124.0,0,1923,1950,2010,2.0,0.0,88,61,1068,1,0,1,0,66.14785992217898
91,888,1074,0,4,0,3,3,0.0,0.0,5,5,0.0,0.0,3,888.0,1,2,2,0,4,364,1,3,8,8,1,1,1,6,572.0,2.0,1962,1,1,0,0,1552,1,3,3,0,8094,4,3,0,50,4,0.0,2,0,6,17,0,5,4,2,0,1,1,4,,8,0,9,888.0,160,1915,1950,2010,1.0,1.0,96,61,1962,0,1,1,0,66.14785992217898
92,780,780,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,3,780.0,1,2,2,0,4,0,2,2,13,14,0,2,1,6,0.0,0.0,1560,1,1,0,5,1553,1,2,3,0,12900,4,3,0,70,4,0.0,2,0,5,17,0,8,6,0,0,1,1,4,,8,168,7,780.0,344,1912,2009,2010,1.0,1.0,99,2,1560,0,1,0,0,66.14785992217898
93,662,662,0,3,0,3,3,0.0,0.0,5,5,0.0,1.0,3,662.0,1,2,2,0,4,112,2,3,12,13,0,0,1,6,180.0,1.0,1324,0,1,0,5,1554,1,3,3,0,3068,4,3,0,70,4,0.0,2,0,2,17,0,8,6,2,0,1,1,4,,8,0,6,662.0,0,1920,1993,2010,1.0,1.0,91,18,1324,0,1,1,0,66.14785992217898
94,1675,0,0,3,0,3,3,766.0,0.0,4,5,0.0,0.0,2,656.0,1,1,2,0,4,0,4,3,6,6,2,1,2,6,365.0,1.0,1675,0,1,2,2,1555,1,3,3,0,15263,4,0,0,20,3,90.0,1,0,5,4,132,5,5,2,0,1,1,4,,8,0,8,1422.0,0,1959,1959,2010,2.0,0.0,52,52,1675,1,0,1,0,111.31183991106171
95,725,499,0,3,0,0,3,0.0,0.0,5,5,0.0,0.0,2,689.0,0,2,2,0,4,248,4,3,13,14,0,0,1,4,180.0,1.0,1224,1,1,2,0,1556,1,3,3,0,10632,4,0,0,50,3,0.0,2,0,1,4,0,3,5,0,0,1,1,4,,0,0,6,689.0,0,1917,1950,2010,1.0,1.0,94,61,1224,0,1,1,0,111.31183991106171
96,1212,180,0,3,1,3,3,1026.0,0.0,4,5,1.0,0.0,3,186.0,0,2,2,0,4,168,1,1,13,15,0,0,1,6,0.0,0.0,1392,0,1,4,0,1557,1,3,3,0,9900,4,3,0,190,3,0.0,2,0,2,18,0,4,5,0,0,1,1,4,,3,0,6,1212.0,0,1915,1950,2010,2.0,0.0,96,61,1392,1,1,0,0,77.54307948860479
97,600,319,0,3,0,3,3,368.0,0.0,3,5,0.0,0.0,1,232.0,0,2,2,0,4,45,4,3,12,13,0,1,1,6,231.0,1.0,919,0,1,0,0,1558,1,3,0,1,6001,4,0,0,50,3,0.0,2,0,3,18,0,5,6,2,0,1,1,4,,8,0,5,600.0,0,1940,1950,2010,1.0,0.0,71,61,919,1,1,1,0,77.54307948860479
98,942,942,0,4,0,3,3,73.0,0.0,4,5,0.0,0.0,3,634.0,0,2,2,0,4,239,4,3,13,12,0,1,1,6,0.0,0.0,1884,1,2,4,5,1559,1,3,3,0,6449,4,0,0,70,0,0.0,2,0,3,18,0,1,4,0,0,1,2,0,,8,0,7,707.0,0,1907,1950,2010,1.0,1.0,104,61,1884,1,1,0,0,77.54307948860479
99,936,744,0,2,1,3,2,736.0,0.0,3,5,1.0,0.0,3,120.0,1,0,2,0,4,0,2,3,13,14,1,0,2,6,450.0,2.0,1680,0,1,2,0,1560,2,3,3,0,6048,0,3,0,190,2,0.0,2,0,6,18,144,7,5,1,0,1,1,4,,0,0,7,856.0,56,1910,1950,2010,3.0,0.0,101,61,1680,1,1,1,0,77.54307948860479
100,1832,0,0,4,2,3,3,704.0,0.0,0,5,2.0,0.0,3,1128.0,0,2,2,0,4,0,1,1,9,10,0,1,2,6,0.0,0.0,1832,0,1,4,2,1561,2,3,3,0,10773,4,3,0,90,3,72.0,1,0,5,19,58,3,4,2,0,5,1,4,,8,0,8,1832.0,0,1967,1967,2010,4.0,0.0,44,44,1832,1,0,0,0,75.04168982768205
101,892,0,0,3,0,3,2,240.0,474.0,1,4,1.0,0.0,3,150.0,1,2,2,0,4,0,4,3,6,6,0,1,1,6,416.0,1.0,892,0,1,0,2,1562,1,2,3,0,7800,4,3,0,20,3,47.0,1,0,6,19,0,7,5,2,0,1,3,4,,8,0,5,864.0,0,1966,2008,2010,2.0,0.0,45,3,892,1,0,1,0,75.04168982768205
102,864,0,0,2,0,3,3,775.0,0.0,2,5,1.0,0.0,3,89.0,1,2,2,0,4,0,4,3,6,6,0,1,1,6,280.0,1.0,864,0,1,0,2,1563,1,3,3,0,7832,4,3,0,20,3,0.0,2,0,5,19,0,5,5,2,0,1,3,4,,8,0,4,864.0,226,1968,1968,2010,2.0,0.0,43,43,864,1,0,1,0,75.04168982768205
103,1373,0,0,3,2,3,0,1319.0,0.0,2,5,1.0,0.0,2,0.0,1,2,2,0,4,0,4,3,9,10,2,1,1,6,591.0,2.0,1373,0,1,4,6,1564,1,3,3,0,7424,4,0,0,90,3,0.0,2,0,5,19,0,5,5,2,0,1,1,4,,8,0,5,1319.0,0,1978,1978,2010,2.0,0.0,33,33,1373,1,0,1,0,75.04168982768205
104,720,720,0,4,0,1,3,267.0,453.0,4,0,0.0,0.0,3,0.0,1,2,2,0,4,0,2,3,6,6,2,1,1,6,480.0,2.0,1440,1,1,0,5,1565,1,3,3,0,11227,4,3,0,60,3,0.0,2,0,3,19,38,5,5,2,0,1,1,4,,8,0,7,720.0,192,1968,1968,2010,1.0,1.0,43,43,1440,1,1,1,0,75.04168982768205
105,1483,0,0,1,0,3,1,1092.0,0.0,0,5,1.0,0.0,2,328.0,1,2,2,0,4,0,2,2,13,14,2,1,1,6,690.0,2.0,1483,1,1,2,2,1566,1,3,2,1,20062,4,0,0,20,3,0.0,2,0,4,4,0,7,7,2,0,1,3,4,,8,0,4,1420.0,496,1977,2001,2010,2.0,1.0,34,10,1483,1,0,1,0,111.31183991106171
106,756,0,0,2,0,3,3,0.0,0.0,5,5,0.0,0.0,1,660.0,0,1,2,0,4,0,4,3,13,14,0,0,1,6,440.0,2.0,756,0,1,4,2,1567,1,3,3,0,9259,0,3,0,30,3,0.0,2,0,6,19,0,4,4,0,0,1,1,4,,8,0,4,660.0,80,1927,1950,2010,1.0,0.0,84,61,756,0,0,1,0,75.04168982768205
107,1117,864,0,4,0,3,0,964.0,0.0,0,5,1.0,0.0,2,153.0,1,2,2,0,4,0,4,3,12,13,1,2,2,6,522.0,2.0,1981,1,1,0,5,1568,1,2,2,1,17082,1,0,0,60,3,288.0,1,0,5,4,104,5,6,2,0,1,1,4,,8,0,8,1117.0,336,1978,1992,2010,3.0,1.0,33,19,1981,1,1,1,0,111.31183991106171
108,1052,558,0,4,0,3,2,288.0,684.0,1,3,0.0,1.0,3,0.0,1,2,2,0,0,60,4,3,13,14,1,1,2,6,480.0,1.0,1610,0,1,4,0,1569,1,1,3,0,18600,4,3,0,50,3,0.0,2,450,6,7,0,4,3,2,0,1,1,4,,8,0,8,972.0,0,1938,1990,2010,2.0,1.0,73,21,1610,1,1,1,0,67.67648693718733
109,1074,0,0,3,0,3,3,104.0,387.0,2,4,1.0,0.0,3,172.0,1,2,2,0,4,52,4,3,13,10,1,1,1,6,467.0,1.0,1074,0,1,0,2,1570,1,2,3,0,11479,4,3,0,20,3,0.0,2,0,6,7,52,7,6,2,0,1,1,4,,8,0,6,663.0,0,1950,1987,2010,2.0,0.0,61,24,1074,1,0,1,0,67.67648693718733
110,1169,0,0,3,0,0,3,192.0,0.0,3,5,0.0,0.0,3,564.0,1,2,2,0,4,0,4,3,14,15,1,1,1,6,209.0,1.0,1531,0,1,0,0,1571,1,3,0,0,9350,4,3,362,50,3,0.0,2,0,6,7,0,6,4,2,0,1,1,4,,8,0,8,756.0,0,1947,1979,2010,1.0,0.0,64,32,1169,1,0,1,0,67.67648693718733
111,1172,0,0,3,0,3,0,954.0,0.0,1,5,1.0,0.0,3,218.0,1,2,2,0,4,0,4,3,14,15,0,1,1,6,366.0,1.0,1172,0,1,4,2,1572,1,3,3,0,9525,4,3,0,20,3,0.0,2,0,6,7,0,7,5,2,0,1,1,4,,8,0,5,1172.0,240,1954,1998,2010,2.0,0.0,57,13,1172,1,0,1,0,67.67648693718733
112,1508,0,0,1,0,3,1,1346.0,0.0,2,5,1.0,0.0,2,162.0,1,2,2,0,4,0,4,2,12,13,2,2,1,6,572.0,2.0,1508,0,1,0,2,1573,1,2,3,0,17485,4,1,0,20,3,96.0,3,0,1,7,0,5,7,2,0,1,1,5,,2,0,5,1508.0,0,2009,2010,2010,2.0,0.0,2,1,1508,1,0,1,0,67.67648693718733
113,1298,0,0,3,0,3,2,0.0,0.0,5,5,0.0,0.0,3,1250.0,1,2,2,0,4,0,1,3,13,14,0,1,2,6,504.0,2.0,1298,0,1,0,2,1574,1,3,3,0,11200,1,0,0,20,3,0.0,2,0,6,7,144,3,5,0,0,1,1,4,,0,0,5,1250.0,0,1964,1964,2010,2.0,0.0,47,47,1298,0,0,1,0,67.67648693718733
114,1433,0,0,1,0,3,1,1433.0,0.0,2,5,1.0,0.0,2,0.0,1,2,2,0,4,0,4,2,9,10,2,1,1,6,528.0,2.0,1433,1,1,0,2,1575,1,2,2,1,11980,4,3,0,20,3,177.0,1,0,6,20,278,5,7,2,0,1,1,4,,8,266,4,1433.0,0,1987,1987,2010,2.0,1.0,24,24,1433,1,0,1,0,100.0
115,964,838,0,3,0,3,3,860.0,0.0,2,5,0.0,1.0,2,86.0,1,2,2,0,4,0,2,2,12,13,1,2,2,6,1017.0,4.0,1802,1,1,0,5,1576,1,2,3,0,12361,1,0,0,60,3,85.0,1,0,5,20,92,7,6,2,0,1,1,4,,8,0,8,946.0,450,1993,1993,2010,2.0,2.0,18,18,1802,1,1,1,0,100.0
116,1222,0,0,2,0,3,3,24.0,0.0,2,5,0.0,0.0,2,1198.0,1,2,2,0,4,0,4,2,12,13,0,2,2,6,615.0,2.0,1222,0,1,0,2,1577,1,2,3,0,7360,4,3,0,20,3,80.0,3,0,3,5,54,5,7,2,0,1,1,4,,8,0,6,1222.0,0,2010,2010,2010,2.0,0.0,1,1,1222,1,0,1,0,109.61645358532519
117,831,614,0,3,0,1,3,0.0,0.0,5,5,0.0,0.0,1,676.0,1,2,2,0,4,0,4,3,13,10,0,2,2,6,484.0,2.0,1445,0,1,4,0,1578,1,3,3,0,14235,4,0,0,50,3,0.0,2,0,3,20,59,8,6,0,0,1,1,4,,8,0,6,676.0,0,1900,1993,2010,2.0,0.0,111,18,1445,0,1,1,0,100.0
118,965,0,0,2,0,0,0,870.0,0.0,2,5,1.0,0.0,2,0.0,1,2,2,0,4,0,2,3,12,13,0,2,1,6,580.0,2.0,965,0,1,2,6,1579,1,3,3,0,11105,0,3,0,85,3,0.0,2,0,7,5,0,5,5,2,0,1,1,4,,8,0,4,870.0,71,1996,1996,2010,2.0,0.0,15,15,965,1,0,1,0,109.61645358532519
119,892,800,0,3,0,3,3,353.0,0.0,0,5,0.0,0.0,2,525.0,1,2,2,0,4,0,4,3,12,13,1,2,2,6,513.0,2.0,1692,1,1,0,5,1580,1,3,3,0,9337,4,0,0,60,3,0.0,2,0,4,5,39,5,7,2,0,1,1,4,,8,0,8,878.0,0,1997,1998,2010,2.0,1.0,14,13,1692,1,1,1,0,109.61645358532519
120,1026,0,0,3,0,3,3,198.0,688.0,2,4,1.0,0.0,2,140.0,1,2,2,0,4,0,2,2,5,5,0,1,1,6,308.0,1.0,1026,1,1,0,2,1581,1,3,3,0,15240,2,0,0,20,3,0.0,2,0,6,5,85,8,5,2,0,1,1,4,,8,0,5,1026.0,316,1977,2004,2010,2.0,1.0,34,7,1026,1,0,1,0,109.61645358532519
121,876,0,0,3,0,3,0,480.0,0.0,0,5,1.0,0.0,3,396.0,1,2,2,0,4,0,4,3,13,14,0,1,1,6,484.0,2.0,876,0,1,4,2,1582,1,3,3,0,7480,4,3,0,20,3,0.0,2,0,6,5,0,6,5,2,0,1,1,4,,8,0,5,876.0,0,1972,1972,2010,2.0,0.0,39,39,876,1,0,1,0,109.61645358532519
122,1978,0,0,3,0,3,3,1682.0,0.0,2,5,1.0,0.0,2,296.0,1,2,2,0,4,0,4,2,5,5,1,2,2,6,850.0,3.0,1978,1,1,0,2,1583,1,2,3,0,10389,4,3,0,20,3,320.0,1,0,5,5,25,5,8,2,0,1,3,4,,8,0,8,1978.0,188,2003,2003,2010,3.0,1.0,8,8,1978,1,0,1,0,109.61645358532519
123,1044,1054,0,4,0,3,3,0.0,0.0,5,5,0.0,0.0,2,1040.0,1,2,2,0,4,0,4,2,12,13,1,2,2,6,621.0,2.0,2098,1,1,0,5,1584,1,2,3,0,9375,4,3,0,60,3,0.0,2,0,4,5,38,5,7,2,0,1,1,4,,8,0,9,1040.0,331,1997,1997,2010,2.0,1.0,14,14,2098,0,1,1,0,109.61645358532519
124,848,0,0,1,4,3,0,672.0,0.0,2,5,1.0,0.0,2,176.0,1,2,2,0,4,0,4,2,12,13,0,2,1,6,420.0,2.0,848,0,1,0,2,1585,1,2,3,0,4435,4,3,0,120,4,170.0,1,0,4,5,0,5,6,2,0,1,1,4,,8,0,4,848.0,140,2003,2003,2010,2.0,0.0,8,8,848,1,0,1,0,109.61645358532519
125,640,0,0,2,0,4,4,0.0,0.0,6,6,0.0,0.0,4,0.0,0,1,2,0,4,0,2,3,12,13,0,1,1,2,240.0,1.0,640,0,1,4,2,1586,1,3,3,1,8777,4,3,0,30,3,0.0,2,0,4,7,0,6,3,0,0,1,1,4,,3,0,5,0.0,0,1945,2007,2010,1.0,0.0,66,4,640,0,0,1,0,67.67648693718733
126,992,0,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,1,381.0,1,2,2,0,4,56,2,3,12,13,0,1,1,6,319.0,1.0,992,0,1,0,2,1587,1,3,3,0,8842,0,3,0,20,3,0.0,2,0,1,7,0,6,5,2,0,1,1,0,,7,0,6,381.0,60,1954,1954,2010,1.0,0.0,57,57,992,0,0,1,0,67.67648693718733
127,1196,0,0,3,0,3,1,1070.0,0.0,0,5,1.0,0.0,2,126.0,1,2,2,0,4,168,4,3,8,8,0,1,1,6,336.0,1.0,1196,0,1,4,2,1588,1,3,2,0,10044,1,0,0,20,3,0.0,2,0,6,7,0,6,5,2,0,1,1,4,,8,0,6,1196.0,257,1968,1968,2010,2.0,0.0,43,43,1196,1,0,1,0,67.67648693718733
128,792,328,0,2,0,3,3,0.0,0.0,5,5,0.0,0.0,3,744.0,0,2,2,0,1,0,4,3,12,13,0,1,1,6,480.0,2.0,1120,0,1,0,0,1589,1,1,3,0,11792,4,3,0,50,3,0.0,2,0,6,7,0,5,4,1,0,1,1,0,,8,160,5,744.0,0,1948,1950,2010,1.0,0.0,63,61,1120,0,1,1,0,67.67648693718733
129,1096,0,0,3,0,3,0,528.0,0.0,0,5,1.0,0.0,3,480.0,1,2,2,0,4,0,4,3,9,10,1,1,1,6,352.0,1.0,1096,0,1,4,7,1590,1,3,3,0,6305,4,3,0,80,3,0.0,2,0,6,7,0,6,6,2,0,1,1,4,,8,0,5,1008.0,0,1975,1975,2010,2.0,0.0,36,36,1096,1,0,1,0,67.67648693718733
130,960,0,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,3,960.0,1,2,2,0,4,0,4,3,14,15,0,1,1,6,0.0,0.0,960,0,1,0,2,1591,1,3,1,0,6410,4,3,0,20,3,0.0,2,0,5,7,0,5,4,2,0,1,3,4,,8,0,5,960.0,0,1958,1958,2010,1.0,0.0,53,53,960,0,0,0,0,67.67648693718733
131,1296,0,0,2,0,3,2,133.0,0.0,4,5,0.0,0.0,3,974.0,0,0,2,0,0,36,4,3,8,13,1,0,2,6,260.0,1.0,1296,0,1,1,2,1592,1,1,0,0,4853,4,3,0,30,3,203.0,1,0,5,18,0,6,5,2,0,1,1,4,,8,0,5,1107.0,0,1924,1999,2010,2.0,0.0,87,12,1296,1,0,1,0,77.54307948860479
132,856,0,0,2,0,3,3,238.0,0.0,4,5,1.0,0.0,3,618.0,1,2,2,0,4,0,4,3,13,14,1,1,1,6,399.0,2.0,856,0,1,4,2,1593,1,3,3,0,7890,0,3,0,30,3,0.0,2,0,3,18,0,6,6,2,0,1,1,4,,8,166,4,856.0,0,1939,1950,2010,2.0,0.0,72,61,856,1,0,1,0,77.54307948860479
133,862,1788,0,6,2,4,4,0.0,0.0,6,6,0.0,0.0,4,0.0,1,2,2,0,4,0,4,3,9,4,0,3,3,3,0.0,0.0,2650,0,1,4,5,1594,2,3,3,0,7200,4,3,0,90,2,0.0,2,500,2,18,0,6,4,2,0,5,0,4,,8,0,10,0.0,0,1967,1967,2010,3.0,0.0,44,44,2650,0,1,0,0,77.54307948860479
134,894,772,0,3,0,0,3,0.0,0.0,5,5,1.0,0.0,3,894.0,1,1,2,0,4,0,4,3,12,13,1,2,1,6,0.0,0.0,1666,0,1,0,0,1595,1,3,3,0,9839,4,3,0,50,3,0.0,2,0,5,18,156,2,5,0,0,1,1,4,,8,0,7,894.0,0,1931,1950,2010,2.0,0.0,80,61,1666,0,1,0,0,77.54307948860479
