,1stFlrSF,2ndFlrSF,3SsnPorch,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,DataType,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,Id,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,RoofMatl,RoofStyle,SaleCondition,SalePrice,SaleType,ScreenPorch,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,TotFullBath,TotHalfBath,HouseAge,YrSinceRemod,TotSF,HasBasement,Has2Floor,HasGarage,HasPool,SalePriceLog,NewNeighborhood
62,1370,0,0,2,4,1,2,24.0,0.0,2,5,0.0,0.0,2,1346.0,1,2,2,1,4,0,4,2,12,13,1,2,2,6,484.0,2.0,1370,0,1,0,2,63,1,2,3,0,6442,4,0,0,120,3,178.0,3,0,10,16,49,5,8,2,0,1,1,4,202500.0,8,0,6,1370.0,120,2006,2006,2007,2.0,0.0,5,5,1370,1,0,1,0,12.218495165528731,175.09727626459144
63,902,808,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,3,576.0,1,6,1,1,4,64,4,3,11,12,0,0,2,6,480.0,2.0,1710,0,1,2,5,64,1,3,0,0,10300,4,0,0,70,4,0.0,2,0,4,17,11,6,7,2,0,1,1,4,140000.0,8,0,9,576.0,12,1921,1950,2010,2.0,0.0,90,61,1710,0,1,1,0,11.84939770159144,66.14785992217898
64,1057,977,0,3,0,3,3,739.0,0.0,2,5,1.0,0.0,2,318.0,1,2,2,1,4,0,4,3,12,13,0,2,2,6,645.0,2.0,2034,1,1,0,5,65,1,2,3,0,9375,4,3,0,60,3,573.0,1,0,2,5,36,5,7,2,0,1,1,4,219500.0,8,0,8,1057.0,576,1997,1998,2009,3.0,1.0,14,13,2034,1,1,1,0,12.299107511497363,109.61645358532519
65,1143,1330,0,4,0,3,0,0.0,0.0,5,5,0.0,0.0,0,1143.0,1,2,2,1,4,0,4,2,12,13,1,2,2,6,852.0,3.0,2473,1,1,0,5,66,1,2,3,0,9591,4,3,0,60,3,344.0,1,0,10,16,151,5,8,2,0,1,1,4,317000.0,8,0,9,1143.0,192,2004,2005,2007,2.0,1.0,7,6,2473,0,1,1,0,12.666657052859417,175.09727626459144
66,2207,0,0,3,0,3,1,912.0,0.0,2,5,1.0,0.0,2,1035.0,1,3,2,1,4,0,4,3,9,10,1,1,2,2,576.0,2.0,2207,0,1,4,2,67,1,3,3,0,19900,4,3,0,20,3,287.0,1,0,7,12,0,5,7,2,0,1,1,4,180000.0,8,0,7,1947.0,301,1970,1989,2010,3.0,0.0,41,22,2207,1,0,1,0,12.100712129872347,77.82101167315176
67,1479,0,0,3,0,3,0,1013.0,0.0,2,5,1.0,0.0,2,440.0,1,2,2,1,4,0,4,2,12,13,0,2,2,6,558.0,2.0,1479,0,1,0,2,68,1,2,3,0,10665,4,0,0,20,3,167.0,1,0,6,5,29,5,7,2,0,1,1,4,226000.0,8,0,7,1453.0,144,2003,2003,2007,3.0,0.0,8,8,1479,1,0,1,0,12.328290278254423,109.61645358532519
68,747,0,0,2,0,3,3,0.0,0.0,5,5,0.0,0.0,3,747.0,1,0,2,1,4,0,2,3,8,8,0,1,1,6,220.0,1.0,747,0,1,4,2,69,1,3,3,0,4608,0,3,0,30,4,0.0,2,0,6,17,0,6,4,2,0,1,1,4,80000.0,8,0,4,747.0,0,1945,1950,2010,1.0,0.0,66,61,747,0,0,1,0,11.289781913656018,66.14785992217898
69,1304,983,0,3,0,3,3,603.0,0.0,1,5,0.0,0.0,3,701.0,1,2,2,1,4,114,4,2,3,0,1,1,2,6,667.0,2.0,2287,0,2,4,0,70,1,3,3,0,15593,0,3,0,50,3,0.0,2,0,7,4,21,4,7,2,0,1,1,4,225000.0,8,0,7,1304.0,0,1953,1953,2006,2.0,0.0,58,58,2287,1,1,1,0,12.323855681186558,111.31183991106171
70,2223,0,0,3,0,3,1,1880.0,0.0,0,5,1.0,0.0,2,343.0,1,2,2,1,4,0,2,3,9,10,2,1,2,6,516.0,2.0,2223,0,1,0,2,71,1,3,3,0,13651,4,0,0,20,3,1115.0,1,0,2,12,0,6,7,2,0,1,1,4,244000.0,8,0,8,2223.0,300,1973,1973,2007,3.0,0.0,38,38,2223,1,0,1,0,12.404923504275338,77.82101167315176
71,845,0,0,2,0,3,3,565.0,0.0,0,5,1.0,0.0,3,280.0,1,2,2,1,4,0,4,3,6,10,0,1,1,6,360.0,2.0,845,0,1,4,2,72,1,3,3,0,7599,0,3,0,20,3,0.0,2,0,6,11,0,6,4,2,0,1,1,4,129500.0,8,0,4,845.0,0,1982,2006,2007,2.0,0.0,29,5,845,1,0,1,0,11.771436160121729,85.32518065591995
72,885,833,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,832.0,1,2,2,1,4,0,4,3,12,13,1,2,2,6,427.0,2.0,1718,1,1,2,5,73,1,3,3,0,10141,0,0,0,60,3,40.0,1,0,12,8,94,5,7,2,0,1,1,4,185000.0,8,291,7,832.0,0,1998,1998,2009,2.0,1.0,13,13,1718,0,1,1,0,12.128111104060462,100.61145080600333
73,1086,0,0,3,0,3,3,320.0,362.0,0,1,1.0,0.0,3,404.0,1,2,2,1,4,0,4,3,13,14,0,1,1,6,490.0,2.0,1086,0,1,2,2,74,1,3,3,0,10200,4,3,0,20,3,104.0,1,0,5,12,0,7,5,2,0,1,1,4,144900.0,8,0,6,1086.0,0,1954,2003,2010,2.0,0.0,57,8,1086,1,0,1,0,11.883799128308773,77.82101167315176
74,840,765,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,1,840.0,0,2,2,1,4,202,2,2,12,13,0,1,2,6,379.0,1.0,1605,0,1,2,5,75,2,3,3,0,5790,0,3,0,50,4,0.0,2,0,5,17,0,6,3,2,0,1,2,4,107400.0,8,0,8,840.0,0,1915,1950,2010,2.0,0.0,96,61,1605,0,1,1,0,11.584315461056901,66.14785992217898
75,526,462,0,2,3,3,1,462.0,0.0,2,5,1.0,0.0,2,0.0,1,2,2,1,4,0,4,3,5,5,0,1,1,6,297.0,1.0,988,0,1,4,7,76,1,3,3,0,1596,4,3,0,180,4,0.0,2,0,11,10,101,5,4,2,0,1,1,4,91000.0,8,0,5,462.0,120,1973,1973,2009,2.0,0.0,38,38,988,1,1,1,0,11.418614785498987,48.91606448026681
76,952,0,0,2,0,3,3,228.0,0.0,0,5,0.0,0.0,3,724.0,1,2,2,1,0,0,4,3,12,13,0,1,1,6,283.0,1.0,952,0,1,0,2,77,1,3,3,0,8475,4,0,0,20,3,0.0,2,0,4,12,0,7,4,2,0,1,1,4,135750.0,8,0,4,952.0,0,1956,1956,2008,1.0,0.0,55,55,952,1,0,1,0,11.818570237796182,77.82101167315176
77,1072,213,0,2,0,3,3,336.0,41.0,1,2,1.0,0.0,3,295.0,1,2,2,1,4,0,4,3,13,14,0,1,1,2,240.0,1.0,1285,0,1,4,0,78,1,3,3,0,8635,4,3,0,50,4,0.0,2,0,1,3,0,5,5,2,0,1,1,4,127000.0,8,0,6,672.0,0,1948,2001,2008,2.0,0.0,63,10,1285,1,1,1,0,11.751942365440728,69.09394107837687
78,1768,0,0,4,2,3,3,0.0,0.0,5,5,0.0,0.0,3,1768.0,0,2,2,1,4,0,4,3,6,6,0,1,2,6,0.0,0.0,1768,0,1,4,2,79,2,3,3,0,10778,4,3,0,90,3,0.0,2,0,4,19,0,5,4,2,0,1,3,4,136500.0,8,0,8,1768.0,0,1968,1968,2010,2.0,0.0,43,43,1768,0,0,0,0,11.824079893607152,75.04168982768205
79,682,548,0,2,0,3,3,0.0,0.0,5,5,0.0,0.0,3,440.0,1,2,2,1,4,128,4,3,13,14,0,2,1,6,440.0,2.0,1230,1,1,2,5,80,1,3,3,0,10440,0,3,0,50,4,0.0,2,0,5,17,0,6,5,2,0,1,1,4,110000.0,8,0,5,440.0,74,1910,1981,2009,1.0,1.0,101,30,1230,0,1,1,0,11.608235644774552,66.14785992217898
80,1182,960,0,4,0,3,3,448.0,0.0,4,5,0.0,0.0,2,448.0,1,2,2,1,4,0,2,3,12,13,1,1,2,6,509.0,1.0,2142,1,1,4,5,81,1,2,3,0,13000,0,3,0,60,3,576.0,1,0,6,12,72,6,6,2,0,1,1,4,193500.0,8,252,8,896.0,0,1968,1968,2009,2.0,1.0,43,43,2142,1,1,1,0,12.173032791451973,77.82101167315176
81,1337,0,0,2,4,1,3,1201.0,0.0,2,5,1.0,0.0,0,36.0,1,2,2,1,4,0,2,3,12,13,0,2,2,6,405.0,2.0,1337,0,1,0,2,82,1,3,3,0,4500,2,3,0,120,4,443.0,1,0,3,11,199,5,6,2,0,1,3,4,153500.0,8,0,5,1237.0,0,1998,1998,2006,3.0,0.0,13,13,1337,1,0,1,0,11.941455846009388,85.32518065591995
82,1563,0,0,3,0,3,3,33.0,0.0,2,5,0.0,0.0,2,1530.0,1,2,2,1,4,0,4,3,12,13,1,2,2,6,758.0,3.0,1563,0,1,0,2,83,1,2,3,0,10206,4,3,0,20,3,468.0,3,0,10,21,99,5,8,2,0,1,1,4,245000.0,8,0,6,1563.0,144,2007,2007,2008,2.0,0.0,4,4,1563,1,0,1,0,12.409013489526863,125.34741523068371
83,1065,0,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,3,1065.0,1,2,2,1,4,0,4,3,8,8,0,1,1,6,461.0,2.0,1065,1,1,2,2,84,1,3,3,0,8892,4,0,0,20,3,66.0,0,0,7,12,0,5,5,2,0,1,1,4,126500.0,0,0,6,1065.0,74,1960,1960,2007,1.0,1.0,51,51,1065,0,0,1,0,11.747997587149712,77.82101167315176
84,804,670,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,384.0,1,2,2,1,4,0,4,3,6,6,1,2,2,6,400.0,2.0,1474,1,1,2,7,85,1,3,3,0,8530,4,0,0,80,3,22.0,1,700,5,8,72,5,7,2,0,1,1,4,168500.0,8,0,7,384.0,120,1995,1996,2009,2.0,1.0,16,15,1474,0,1,1,0,12.034691028774553,100.61145080600333
85,1301,1116,0,4,0,3,3,0.0,0.0,5,5,0.0,0.0,2,1288.0,1,2,2,1,4,0,4,2,6,6,1,1,2,6,462.0,2.0,2417,1,1,0,5,86,1,2,3,0,16059,0,3,0,60,3,284.0,1,0,4,15,82,5,8,2,0,1,3,4,260000.0,8,0,9,1288.0,127,1991,1992,2006,2.0,1.0,20,19,2417,0,1,1,0,12.468436909997665,167.59310728182325
86,684,876,0,3,0,3,0,0.0,0.0,5,5,0.0,0.0,2,684.0,1,2,2,1,4,0,4,2,12,13,1,2,2,6,400.0,2.0,1560,1,1,0,5,87,1,2,3,0,11911,4,1,0,60,3,0.0,2,0,3,8,38,5,6,2,0,1,1,4,174000.0,8,0,6,684.0,100,2005,2005,2009,2.0,1.0,6,6,1560,0,1,1,0,12.066810578196666,100.61145080600333
87,612,612,0,2,4,3,0,0.0,0.0,5,5,0.0,0.0,2,612.0,1,2,2,1,4,0,4,2,12,13,0,2,2,6,528.0,2.0,1224,1,1,0,5,88,1,2,3,0,3951,0,3,0,160,1,76.0,3,0,6,21,234,5,6,2,0,1,1,5,164500.0,6,0,4,612.0,0,2009,2009,2009,2.0,1.0,2,2,1224,0,1,1,0,12.010665849187564,125.34741523068371
88,1013,0,0,2,0,0,3,0.0,0.0,5,5,0.0,0.0,3,1013.0,0,1,1,1,4,156,1,1,9,10,0,1,1,6,0.0,0.0,1526,0,1,4,0,89,1,1,3,0,8470,0,0,513,50,0,0.0,2,0,10,9,0,2,3,0,0,1,3,0,85000.0,3,0,6,1013.0,0,1915,1982,2009,1.0,0.0,96,29,1013,0,0,0,0,11.350406535472453,57.25403001667593
89,990,0,0,3,0,3,3,588.0,0.0,2,5,1.0,0.0,2,402.0,1,2,2,1,4,0,4,3,12,13,0,2,1,6,0.0,0.0,990,0,1,0,2,90,1,3,3,0,8070,4,3,0,20,3,0.0,2,0,8,5,0,5,4,2,0,1,1,4,123600.0,8,0,5,990.0,0,1994,1995,2007,2.0,0.0,17,16,990,1,0,0,0,11.724805824005728,109.61645358532519
90,1040,0,0,2,0,4,4,0.0,0.0,6,6,0.0,0.0,4,0.0,1,2,2,1,0,0,4,3,3,14,0,3,1,6,420.0,2.0,1040,0,1,4,2,91,1,3,3,0,7200,4,3,0,20,3,0.0,2,0,7,12,29,5,4,2,0,1,1,4,109900.0,8,0,4,0.0,0,1950,1950,2006,1.0,0.0,61,61,1040,0,0,1,0,11.607326140391713,77.82101167315176
91,1235,0,0,2,0,3,3,600.0,0.0,4,5,0.0,0.0,3,635.0,1,2,2,1,4,0,4,3,6,6,0,1,1,6,480.0,2.0,1235,0,1,4,2,92,1,3,3,0,8500,4,3,0,20,3,203.0,0,0,12,12,0,3,5,2,0,1,3,0,98600.0,8,0,6,1235.0,0,1961,1961,2006,1.0,0.0,50,50,1235,1,0,1,0,11.498826540590727,77.82101167315176
92,964,0,0,2,0,3,3,713.0,0.0,0,5,1.0,0.0,2,163.0,1,2,2,1,4,44,2,3,13,14,0,0,1,6,432.0,2.0,964,0,1,0,2,93,1,3,1,0,13360,4,0,0,30,3,0.0,2,0,8,6,0,7,5,2,0,1,1,4,163500.0,8,0,5,876.0,0,1921,2006,2009,2.0,0.0,90,5,964,1,0,1,0,12.004568269319446,111.51973318510284
93,1260,1031,0,4,1,0,2,1046.0,0.0,4,5,0.0,1.0,3,168.0,0,2,2,1,4,0,4,3,8,8,1,0,2,6,506.0,2.0,2291,0,2,0,4,94,2,3,3,0,7200,0,3,0,190,0,0.0,2,0,11,17,0,6,6,2,0,1,3,4,133900.0,8,99,9,1214.0,0,1910,1998,2007,2.0,1.0,101,13,2291,1,1,1,0,11.804848531679264,66.14785992217898
94,905,881,0,3,0,3,3,648.0,0.0,2,5,1.0,0.0,2,176.0,1,2,2,1,4,0,2,3,12,13,0,2,2,6,684.0,2.0,1786,1,1,0,5,95,1,2,3,0,9337,4,0,0,60,3,0.0,2,0,5,5,162,5,6,2,0,1,1,4,204750.0,8,0,7,824.0,0,1997,1997,2007,3.0,1.0,14,14,1786,1,1,1,0,12.229545001715316,109.61645358532519
95,680,790,0,3,0,1,3,310.0,0.0,0,5,0.0,0.0,2,370.0,1,2,2,1,4,0,2,0,12,13,1,2,2,6,420.0,2.0,1470,1,1,2,5,96,1,3,3,0,9765,0,1,0,60,3,68.0,1,480,4,8,63,8,6,2,0,1,1,4,185000.0,8,0,6,680.0,232,1993,1993,2009,2.0,1.0,18,18,1470,1,1,1,0,12.128111104060462,100.61145080600333
96,1588,0,0,3,0,3,0,1162.0,0.0,0,5,0.0,0.0,2,426.0,1,2,2,1,4,0,4,2,12,13,0,2,2,6,472.0,2.0,1588,0,1,0,2,97,1,2,3,0,10264,4,0,0,20,3,183.0,1,0,8,5,29,5,7,2,0,1,1,4,214000.0,8,0,6,1588.0,158,1999,1999,2006,2.0,0.0,12,12,1588,1,0,1,0,12.273731294003989,109.61645358532519
97,960,0,0,3,0,3,3,520.0,0.0,4,5,1.0,0.0,3,440.0,1,2,2,1,1,0,4,3,6,6,0,1,1,6,432.0,1.0,960,0,1,4,2,98,1,3,1,0,10921,4,3,0,20,3,48.0,1,0,5,7,0,5,4,1,0,1,3,4,94750.0,8,0,6,960.0,120,1965,1965,2007,2.0,0.0,46,46,960,1,0,1,0,11.458997122944673,67.67648693718733
98,835,0,0,2,0,3,3,108.0,0.0,0,5,0.0,0.0,3,350.0,0,2,2,1,4,77,4,3,13,14,0,0,1,6,366.0,1.0,835,0,1,1,2,99,1,3,3,0,10625,0,3,0,30,3,0.0,2,400,5,7,0,5,5,2,0,1,1,0,83000.0,0,0,5,458.0,0,1920,1950,2010,1.0,0.0,91,61,835,1,0,1,0,11.326595886778735,67.67648693718733
99,1225,0,0,3,0,3,3,569.0,0.0,0,5,1.0,0.0,3,381.0,1,2,2,1,4,0,4,3,9,10,0,1,1,6,0.0,0.0,1225,1,1,1,2,100,1,3,3,0,9320,4,0,0,20,3,0.0,2,400,1,12,0,5,4,2,0,1,1,4,128950.0,8,0,6,950.0,352,1959,1959,2010,2.0,1.0,52,52,1225,1,0,0,0,11.76718001130949,77.82101167315176
100,1610,0,0,3,0,3,2,1200.0,0.0,0,5,1.0,0.0,3,410.0,1,2,2,1,4,0,4,3,9,10,2,2,2,6,480.0,2.0,1610,0,1,2,2,101,1,2,3,0,10603,4,0,0,20,3,28.0,1,0,2,14,68,7,6,2,0,1,1,4,205000.0,8,0,6,1610.0,168,1977,2001,2010,3.0,0.0,34,10,1610,1,0,1,0,12.230765258120545,101.66759310728182
101,977,755,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,741.0,1,2,2,1,4,0,4,2,6,6,1,1,2,6,476.0,2.0,1732,1,1,4,5,102,1,2,3,0,9206,4,3,0,60,3,336.0,1,0,6,20,46,5,6,2,0,1,1,4,178000.0,8,0,7,741.0,192,1985,1985,2010,2.0,1.0,26,26,1732,0,1,1,0,12.089538829274222,100.0
102,1535,0,0,4,2,4,4,0.0,0.0,6,6,0.0,0.0,4,0.0,1,2,2,1,4,0,1,3,6,6,0,3,2,6,410.0,2.0,1535,0,1,4,2,103,2,3,0,0,7018,4,3,0,90,3,0.0,2,0,6,20,0,5,5,2,0,1,1,2,118964.0,8,0,8,0.0,0,1979,1979,2009,2.0,0.0,32,32,1535,0,0,1,0,11.686576205316552,100.0
103,1226,0,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,1226.0,1,2,2,1,4,0,4,3,12,13,0,2,2,6,740.0,3.0,1226,0,1,0,2,104,1,2,3,0,10402,0,0,0,20,3,0.0,2,0,5,5,36,5,7,2,0,1,1,4,198900.0,8,0,6,1226.0,0,2009,2009,2010,2.0,0.0,2,2,1226,0,0,1,0,12.200557464842063,109.61645358532519
104,1226,592,0,4,0,3,3,224.0,0.0,3,5,0.0,0.0,3,816.0,1,2,2,1,1,0,1,3,11,12,2,2,1,6,240.0,1.0,1818,1,1,0,0,105,1,3,3,0,7758,0,3,0,50,4,600.0,1,0,6,9,0,4,7,2,0,1,1,4,169500.0,8,184,7,1040.0,0,1931,1950,2007,1.0,1.0,80,61,1818,1,1,1,0,12.040608205802641,57.25403001667593
105,1053,939,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,0,1053.0,1,2,2,1,4,0,4,2,12,13,1,2,2,6,648.0,2.0,1992,1,1,0,5,106,1,2,3,0,9375,4,3,0,60,1,768.0,1,0,8,21,45,5,8,2,0,1,3,4,250000.0,8,0,9,1053.0,140,2003,2004,2008,2.0,1.0,8,7,1992,0,1,1,0,12.429216196844383,125.34741523068371
106,1047,0,0,2,0,3,3,0.0,0.0,5,5,0.0,0.0,1,641.0,1,2,2,1,4,0,4,3,12,13,0,0,1,6,273.0,1.0,1047,0,1,2,2,107,1,3,3,0,10800,4,3,0,30,4,0.0,2,450,8,17,0,7,4,0,0,1,4,4,100000.0,8,0,6,641.0,0,1885,1995,2007,1.0,0.0,126,16,1047,0,0,1,0,11.512925464970229,66.14785992217898
107,789,0,0,2,0,3,3,104.0,169.0,0,1,0.0,0.0,3,516.0,1,2,2,1,4,0,4,3,12,13,0,1,1,6,250.0,1.0,789,0,1,0,2,108,1,3,3,0,6000,4,3,0,20,4,0.0,2,0,4,17,0,5,5,2,0,1,1,5,115000.0,8,0,5,789.0,0,1948,1950,2008,1.0,0.0,63,61,789,1,0,1,0,11.652687407345388,66.14785992217898
108,997,520,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,3,793.0,0,0,2,1,1,144,4,3,5,5,0,1,2,6,0.0,0.0,1517,0,2,4,0,109,1,1,3,0,8500,0,3,0,50,4,0.0,2,0,8,9,0,7,5,0,0,1,1,4,115000.0,8,0,7,793.0,0,1919,2005,2007,2.0,0.0,92,6,1517,0,1,0,0,11.652687407345388,57.25403001667593
109,1844,0,0,3,0,3,3,705.0,0.0,1,5,0.0,0.0,2,1139.0,1,2,2,1,4,0,4,3,9,10,1,1,2,6,546.0,2.0,1844,0,1,0,2,110,1,3,3,0,11751,4,0,0,20,3,480.0,1,0,1,14,122,6,6,2,0,1,3,4,190000.0,0,0,7,1844.0,0,1977,1977,2010,2.0,0.0,34,34,1844,1,0,1,0,12.154779351142624,101.66759310728182
110,1216,639,0,4,0,0,3,444.0,0.0,4,5,0.0,0.0,3,550.0,1,2,2,1,4,0,4,3,13,14,0,1,2,6,325.0,1.0,1855,0,1,2,0,111,1,3,3,0,9525,4,3,0,50,3,0.0,2,0,10,7,0,4,6,2,0,1,1,4,136900.0,8,0,7,994.0,182,1954,1972,2006,2.0,0.0,57,39,1855,1,1,1,0,11.82700601127654,67.67648693718733
111,774,656,0,3,0,3,3,250.0,0.0,2,5,0.0,0.0,2,134.0,1,2,2,1,4,0,4,3,12,13,1,2,2,6,400.0,2.0,1430,1,1,0,7,112,1,3,3,0,7750,4,0,0,80,3,0.0,2,0,4,8,0,5,7,2,0,1,1,4,180000.0,8,0,7,384.0,180,2000,2000,2010,2.0,1.0,11,11,1430,1,1,1,0,12.100712129872347,100.61145080600333
112,1282,1414,0,4,0,3,0,984.0,0.0,2,5,1.0,0.0,0,280.0,1,2,2,1,4,0,4,2,12,13,1,2,2,6,792.0,3.0,2696,1,1,0,5,113,1,0,3,0,9965,4,3,0,60,3,220.0,3,0,10,5,184,5,7,2,0,1,1,5,383970.0,6,168,10,1264.0,120,2007,2007,2007,3.0,1.0,4,4,2696,1,1,1,0,12.858319703517948,109.61645358532519
113,2259,0,0,3,0,3,2,35.0,869.0,0,4,1.0,0.0,2,905.0,1,2,2,1,4,192,2,3,13,14,2,1,2,6,450.0,2.0,2259,0,1,4,2,114,1,2,0,0,21000,0,3,0,20,3,184.0,1,0,10,6,120,5,6,2,0,1,3,0,217000.0,0,0,7,1809.0,166,1953,1953,2007,3.0,0.0,58,58,2259,1,0,1,0,12.287652632522597,111.51973318510284
114,1436,884,0,3,0,3,3,774.0,150.0,0,3,1.0,0.0,3,104.0,1,2,2,1,4,0,4,3,13,14,1,1,2,6,180.0,1.0,2320,1,1,0,5,115,1,2,3,1,7259,4,0,0,70,3,0.0,2,0,7,6,0,8,6,2,0,1,2,4,259500.0,8,0,9,1028.0,224,1945,2002,2007,3.0,1.0,66,9,2320,1,1,1,0,12.46651198158808,111.51973318510284
115,729,729,0,2,4,3,3,419.0,0.0,2,5,0.0,0.0,2,310.0,1,2,2,1,4,0,4,3,8,8,1,2,2,6,440.0,2.0,1458,1,1,2,5,116,1,3,3,0,3230,0,3,0,160,1,1129.0,1,0,6,21,32,5,6,2,0,1,1,4,176000.0,8,0,5,729.0,0,1999,1999,2007,2.0,1.0,12,12,1458,1,1,1,0,12.078239274020289,125.34741523068371
116,1092,0,0,3,0,3,3,170.0,670.0,3,1,0.0,1.0,3,252.0,1,2,2,1,4,144,4,3,13,14,1,1,1,6,288.0,1.0,1092,0,1,4,2,117,1,3,3,0,11616,4,3,0,20,3,116.0,1,0,9,19,20,5,5,2,0,1,1,4,139000.0,8,0,6,1092.0,0,1962,1962,2009,1.0,1.0,49,49,1092,1,0,1,0,11.842229212112828,75.04168982768205
117,1125,0,0,2,0,3,3,0.0,0.0,5,5,0.0,0.0,2,1125.0,1,2,2,1,4,0,4,3,12,13,0,2,1,6,430.0,2.0,1125,1,1,2,2,118,1,3,3,0,8536,0,3,0,20,3,0.0,2,0,4,7,64,5,5,2,0,1,1,5,155000.0,6,0,5,1125.0,80,2006,2007,2007,1.0,1.0,5,4,1125,0,0,1,0,11.951180395901384,67.67648693718733
118,1699,1523,0,5,0,3,2,1470.0,0.0,2,5,1.0,0.0,2,203.0,1,2,2,1,4,0,4,3,9,10,2,2,3,6,594.0,3.0,3222,0,1,2,5,119,1,2,3,0,12376,0,3,0,60,3,0.0,2,0,5,20,0,5,7,2,0,1,3,4,320000.0,8,0,11,1673.0,367,1990,1990,2010,4.0,0.0,21,21,3222,1,1,1,0,12.676076274775909,100.0
119,728,728,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,2,728.0,1,2,2,1,4,0,4,2,12,13,1,2,2,6,390.0,2.0,1456,1,1,0,5,120,1,2,3,0,8461,4,3,0,60,3,0.0,2,0,7,5,24,5,6,2,0,1,1,5,163990.0,6,0,8,728.0,0,2005,2006,2006,2.0,1.0,6,5,1456,0,1,1,0,12.007560729337492,109.61645358532519
120,988,0,130,1,0,3,1,938.0,0.0,0,5,1.0,0.0,3,0.0,1,2,2,1,4,0,4,3,9,10,2,1,1,6,540.0,2.0,988,0,1,0,7,121,1,3,2,2,21453,1,0,0,80,3,0.0,2,0,10,4,130,5,6,2,0,3,0,4,180000.0,8,0,4,938.0,0,1969,1969,2006,2.0,0.0,42,42,988,1,0,1,0,12.100712129872347,111.31183991106171
121,772,351,0,3,0,3,3,0.0,0.0,5,5,0.0,0.0,3,732.0,1,2,2,1,4,140,4,3,0,0,0,2,1,6,264.0,1.0,1123,0,1,2,0,122,1,3,3,0,6060,4,3,0,50,4,0.0,2,0,6,9,0,5,4,1,0,1,1,4,100000.0,8,0,4,732.0,0,1939,1950,2007,1.0,0.0,72,61,1123,0,1,1,0,11.512925464970229,57.25403001667593
122,1080,0,0,3,0,3,3,570.0,0.0,1,5,0.0,0.0,3,510.0,1,2,2,1,4,0,2,3,8,8,0,1,1,6,288.0,1.0,1080,0,1,2,2,123,1,3,3,0,9464,0,3,0,20,3,135.0,1,0,6,12,0,7,6,2,0,1,3,4,136000.0,8,130,5,1080.0,0,1958,1958,2008,1.0,0.0,53,53,1080,1,0,1,0,11.820410164718188,77.82101167315176
123,1199,0,0,2,4,3,3,300.0,0.0,2,5,0.0,0.0,2,899.0,1,2,2,1,4,0,4,2,9,10,0,2,2,6,530.0,2.0,1199,0,1,0,2,124,1,2,3,0,7892,4,3,0,120,3,0.0,2,0,3,20,63,5,6,2,0,1,1,4,153900.0,8,0,5,1199.0,0,1993,1993,2008,2.0,0.0,18,18,1199,1,0,1,0,11.94405831982697,100.0
124,1586,0,0,3,0,0,3,0.0,0.0,5,5,0.0,0.0,2,1362.0,1,2,2,1,4,0,2,3,6,6,1,1,2,6,435.0,2.0,1586,0,1,4,2,125,1,3,3,0,17043,1,0,0,20,3,0.0,2,0,1,14,0,5,6,2,0,1,1,4,181000.0,8,0,7,1362.0,192,1979,1998,2009,2.0,0.0,32,13,1586,0,0,1,0,12.106252310247962,101.66759310728182
125,520,0,0,2,1,3,0,490.0,0.0,2,5,1.0,0.0,3,30.0,0,2,2,1,4,0,1,3,13,14,0,1,1,6,0.0,0.0,754,0,1,2,0,126,1,3,3,0,6780,4,3,234,190,4,0.0,2,0,6,9,0,8,6,0,0,1,1,4,84500.0,8,0,5,520.0,53,1935,1982,2006,2.0,0.0,76,29,520,1,0,0,0,11.344506813345266,57.25403001667593
126,958,0,0,2,4,3,3,120.0,0.0,0,5,0.0,0.0,2,958.0,1,2,2,1,4,0,4,3,9,10,1,1,2,6,440.0,2.0,958,0,1,4,2,127,1,3,3,0,4928,4,0,0,120,3,0.0,2,0,2,13,205,5,6,2,0,1,1,4,128000.0,8,0,5,1078.0,0,1976,1976,2007,2.0,0.0,35,35,958,1,0,1,0,11.759785542901755,81.1561978877154
